Query,Output
"List my issues tagged as 'p0', summarize, and get current sprint ID","var_1 = who_am_i()
var_2 = works_list(type=[""issue""], issue.priority=[""p0""], owned_by=[var_1])
var_3 = summarize_objects(objects=var_2)
var_4 = get_sprint_id()
"
"Get similar work items to PROJ-321, create a prioritized list, and then add them to my sprint","var_1 = get_similar_work_items(work_id=""PROJ-321"")
var_2 = prioritize_objects(objects=var_1)
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
"Retrieve tickets that require a response, summarize them","var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], ticket.needs_response=True, type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
"
Search for the most recent sprint ID and add new high-priority tickets to it,"var_1 = get_sprint_id()
var_2 = works_list(ticket.severity=[""high""], type=[""ticket""])
var_3 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_1)
"
"Is there a purpose to existence, or do we create our own meaning in a seemingly indifferent universe?",#Unanswerable_Invalid_Query_Error
"Find tasks related to the ""AlphaProject"" and arrange them by their due dates.","var_1 = search_object_by_name(query=""AlphaProject"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
"
"Retrieve current user's items of type ""issue"", filter by ""Development"" Rev organization, summarize and order by urgency","var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], issue.rev_orgs=[""Development""], type=[""issue""])
var_3 = summarize_objects(objects=var_2)
var_4 = prioritize_objects(objects=var_2)
"
" Retrieve and summarize tasks created by ENG-TEAM-A, and prioritize them for the current sprint, limiting the results to 33.","var_1 = search_object_by_name(query=""ENG-TEAM-A"")
var_2 = works_list(created_by=[var_1], type=[""task""], limit=33)
var_3 = summarize_objects(objects=var_2)
var_4 = prioritize_objects(objects=var_2)
var_5 = get_sprint_id()
var_6 = add_work_items_to_sprint(work_ids=var_4, sprint_id=var_5)
"
" Retrieve similar work items to TASK-567, prioritize them, and limit the number of work items to 33.","var_1 = get_similar_work_items(work_id=""TASK-567"")
var_2 = prioritize_objects(objects=var_1)
var_3 = summarize_objects(objects=var_2)
"
Retrieve and summarize all tickets from the 'billing' category that are unresolved,"var_1 = works_list(ticket.severity=[""blocker"", ""high"", ""medium"", ""low""], ticket.source_channel=[""billing""], type=[""ticket""])
var_2 = summarize_objects(objects=var_1)
"
"Check for any P1 issues related to channel ""ServiceY"" and prioritize them","var_1 = works_list(issue.priority=[""p1""], ticket.source_channel=[""ServiceY""], type=[""issue""])
var_2 = prioritize_objects(objects=var_1)
"
Discover current sprint ID and return it,"var_1 = get_sprint_id()
"
"Retrieve my most urgent tickets, summarize them, and identify if any need immediate response.","var_1 = who_am_i()
var_2 = works_list(type=[""ticket""], owned_by=[var_1], ticket.severity=[""blocker"", ""high""])
var_3 = summarize_objects(objects=var_2)
"
Retrieve the ID for the latest sprint and list all the tasks under REV-456,"var_1 = get_sprint_id()
var_2 = works_list(owned_by=[""REV-456""], type=[""task""])
"
Identify high priority tasks for component COMP-789 and assign to the current sprint,"var_1 = search_object_by_name(query=""COMP-789"")
var_2 = works_list(applies_to_part=[var_1], issue.priority=[""p0""], type=[""task""])
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
"Return a list of work issues for CAPL-123 with priority p1, summarize and add them to the sprint","var_1 = search_object_by_name(query=""CAPL-123"")
var_2 = works_list(applies_to_part=[var_1], issue.priority=[""p1""], type=[""issue""])
var_3 = summarize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_4)
"
"Find high severity tickets for the component ""UIX-Module"" and determine if any need immediate response","var_1 = search_object_by_name(query=""UIX-Module"")
var_2 = works_list(ticket.severity=[""high""], applies_to_part=[var_1], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
"
"Is free will an illusion, and are our choices predetermined?",#Unanswerable_Invalid_Query_Error
"Summarize and prioritize tasks for REV-001 organization, then add them to the sprint.","var_1 = search_object_by_name(query=""REV-001"")
var_2 = works_list(ticket.rev_org=[var_1], type=[""task""])
var_3 = summarize_objects(objects=var_2)
var_4 = prioritize_objects(objects=var_2)
var_5 = get_sprint_id()
var_6 = add_work_items_to_sprint(work_ids=var_4, sprint_id=var_5)
"
Summarize tasks related to project Alpha and created by user USER-321,"var_1 = search_object_by_name(query=""Alpha"")
var_2 = search_object_by_name(query=""USER-321"")
var_3 = works_list(applies_to_part=[var_1], created_by=[var_2], type=[""task""])
var_4 = summarize_objects(objects=var_3)
"
Summarize my tickets from customer Acme Inc. and add to sprint if they are P1,"var_1 = search_object_by_name(query=""Acme Inc."")
var_2 = works_list(ticket.rev_org=[var_1], issue.priority=[""p1""], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_4)
"
Find tasks related to a specific project and filter them by the 'development' stage,"var_1 = search_object_by_name(query=""specific project"")
var_2 = works_list(type=[""task""], stage.name=[""development""], applies_to_part=[var_1])
"
"Find work items for part ""PROD-321"" with p0 priority issues, summarize, and add to current sprint","var_1 = search_object_by_name(query=""PROD-321"")
var_2 = works_list(applies_to_part=[var_1], issue.priority=[""p0""], type=[""issue""])
var_3 = summarize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_4)
"
Extract tasks from the project notes P and categorize them by type,"var_1 = create_actionable_tasks_from_text(text=""P"")
var_2 = prioritize_objects(objects=var_1)
"
Assign new issues from DevUser1 to the latest sprint and prioritize them,"var_1 = search_object_by_name(query=""DevUser1"")
var_2 = works_list(created_by=[var_1], type=[""issue""])
var_3 = prioritize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
"
"Find and prioritize work items for ""Engineering"" department and summarize them","var_1 = search_object_by_name(query=""Engineering"")
var_2 = works_list(type=[""issue"", ""ticket"", ""task""], issue.rev_orgs=[var_1])
var_3 = prioritize_objects(objects=var_2)
var_4 = summarize_objects(objects=var_3)
"
"Search for the user Beta456, list their work items related to the task type, and summarize the results","var_1 = search_object_by_name(query=""Beta456"")
var_2 = works_list(owned_by=[var_1], type=[""task""])
var_3 = summarize_objects(objects=var_2)
"
What are the side effects of the medication ibuprofen?,#Unanswerable_Invalid_Query_Error
List all issues labeled p0 from the Rev organization 'REV-URGENT' and sort them by priority,"var_1 = works_list(issue.rev_orgs=[""REV-URGENT""], issue.priority=[""p0""], type=[""issue""])
var_2 = prioritize_objects(objects=var_1)
"
"Retrieve the ID for ""FrontEndRefactor"" project and prioritize related tasks","var_1 = search_object_by_name(query=""FrontEndRefactor"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
"
"Find tickets from Rev organization ORG-XYZ, having high severity, and then summarize the ones created by user USER-456.","var_1 = search_object_by_name(query=""ORG-XYZ"")
var_2 = works_list(ticket.rev_org=[var_1], ticket.severity=[""high""], type=[""ticket""])
var_3 = works_list(created_by=[""USER-456""], type=[""ticket""])
var_4 = summarize_objects(objects=var_3)
"
"Summarize all my tickets from ""Chat Support"" source and prioritize them","var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], ticket.source_channel=[""Chat Support""], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
var_4 = prioritize_objects(objects=var_2)
"
"Find work items associated with feature PROD-999, prioritize them, and get the sprint ID","var_1 = works_list(applies_to_part=[""PROD-999""])
var_2 = prioritize_objects(objects=var_1)
var_3 = get_sprint_id()
"
List and summarize all tickets needing a response by the end of the week.,"#Unanswerable_Invalid_Query_Error
"
Retrieve and prioritize my tasks related to the 'AlphaProject',"var_1 = who_am_i()
var_2 = search_object_by_name(query=""AlphaProject"")
var_3 = works_list(type=[""task""], owned_by=[var_1], applies_to_part=[var_2])
var_4 = prioritize_objects(objects=var_3)
"
Summarize and prioritize tickets with 'medium' severity from the 'email' channel,"var_1 = works_list(type=[""ticket""], ticket.severity=[""medium""], ticket.source_channel=[""email""])
var_2 = summarize_objects(objects=var_1)
var_3 = prioritize_objects(objects=var_1)
"
Find and summarize all high severity tickets needing a response for REV-456 organization,"var_1 = works_list(issue.rev_orgs=[""REV-456""], ticket.severity=[""high""], ticket.needs_response=True, type=[""ticket""])
var_2 = summarize_objects(objects=var_1)
"
"Find work items related to ""CAPL-123"" that need a response, and list them in order of priority","var_1 = search_object_by_name(query=""CAPL-123"")
var_2 = works_list(applies_to_part=[var_1], ticket.needs_response=True)
var_3 = prioritize_objects(objects=var_2)
"
"Get similar work items to ""OMEGA-321"", summarize, and prioritize them for the current sprint","var_1 = get_similar_work_items(work_id=""OMEGA-321"")
var_2 = summarize_objects(objects=var_1)
var_3 = prioritize_objects(objects=var_1)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
"
"Identify and prioritize tasks from team members, add them to the sprint, and check my user ID","var_1 = who_am_i()
var_2 = works_list(type=[""task""], owned_by=[var_1])
var_3 = prioritize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
"
Find and summarize tasks related to the 'backend' part that are in the 'development' stage,"var_1 = search_object_by_name(query=""backend"")
var_2 = works_list(applies_to_part=[var_1], stage.name=[""development""], type=[""task""])
var_3 = summarize_objects(objects=var_2)
"
What are the rules for playing the board game Monopoly?,#Unanswerable_Invalid_Query_Error
Assign all issues from the external vendor TechSolutions to my sprint for resolution,"var_1 = search_object_by_name(query=""TechSolutions"")
var_2 = works_list(type=[""issue""], ticket.rev_org=[var_1])
var_3 = who_am_i()
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_4)
"
Prioritize my tasks related to the 'Backend Refactoring' part and summarize the top 3,"var_1 = who_am_i()
var_2 = search_object_by_name(query=""Backend Refactoring"")
var_3 = works_list(applies_to_part=[var_2], owned_by=[var_1], type=[""task""])
var_4 = prioritize_objects(objects=var_3)
var_5 = summarize_objects(objects=var_4[:3])
"
Prioritize my tasks and issues for this sprint,"var_1 = who_am_i()
var_2 = get_sprint_id()
var_3 = works_list(owned_by=[var_1], type=[""task"", ""issue""])
var_4 = prioritize_objects(objects=var_3)
"
"Display my tasks in ""QA Testing"" stage and add them to the sprint ""S1234""","var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], stage.name=[""QA Testing""], type=[""task""])
var_3 = add_work_items_to_sprint(work_ids=var_2, sprint_id=""S1234"")
"
"Locate and summarize all tasks related to the 'Backend' part that need a response, then add them to my active sprint","var_1 = who_am_i()
var_2 = works_list(ticket.needs_response=True, applies_to_part=[""Backend""], type=[""task""])
var_3 = summarize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_4)
"
What are the nutritional facts for an avocado?,#Unanswerable_Invalid_Query_Error
Assign all my work that need a response to the current sprint,"var_1 = who_am_i()
var_2 = works_list(type=[""issue"", ""ticket"", ""task""], owned_by=[var_1], ticket.needs_response=True)
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
Find all issues related to the part 'UI-Widget' and provide a summarized report,"var_1 = works_list(applies_to_part=[""UI-Widget""], type=[""issue""])
var_2 = summarize_objects(objects=var_1)
"
"Retrieve the current sprint ID and summarize tickets that need a response from the customer service channel ""ChanX""","var_1 = get_sprint_id()
var_2 = who_am_i()
var_3 = works_list(owned_by=[var_2], ticket.needs_response=True, ticket.source_channel=[""ChanX""], type=[""ticket""])
var_4 = summarize_objects(objects=var_3)
"
"Fetch work items owned by USER-789, filter for 'blocker' severity tickets, prioritize and add to the current sprint","var_1 = works_list(owned_by=[""USER-789""], ticket.severity=[""blocker""], type=[""ticket""])
var_2 = prioritize_objects(objects=var_1)
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
Get a summary of work items related to part CAPL-456 created by user USER-789,"var_1 = search_object_by_name(query=""CAPL-456"")
var_2 = search_object_by_name(query=""USER-789"")
var_3 = works_list(applies_to_part=[var_1], created_by=[var_2], type=[""issue"", ""ticket"", ""task""])
var_4 = summarize_objects(objects=var_3)
"
Find work items by part identifiers and summarize,"var_1 = works_list(type=[""issue"", ""ticket"", ""task""])
var_2 = summarize_objects(objects=var_1)
"
"For tickets marked as 'urgent' by customer 'HighStakes', prioritize and assign to current sprint","var_1 = search_object_by_name(query=""HighStakes"")
var_2 = works_list(ticket.severity=[""urgent""], ticket.rev_org=[var_1], type=[""ticket""])
var_3 = prioritize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
"
"What if our thoughts have the power to shape the fabric of reality, influencing the course of events?",#Unanswerable_Invalid_Query_Error
Get a list of all P1 issues reported by user USER-XYZ and identify any duplicates.,"var_1 = search_object_by_name(query=""USER-XYZ"")
var_2 = works_list(type=[""issue""], created_by=[var_1], issue.priority=[""p1""])
var_3 = get_similar_work_items(work_id=var_2)
"
Retrieve a list of work items related to part CAPL-123 and filter them for those created by user DEVU-456,"var_1 = search_object_by_name(query=""CAPL-123"")
var_2 = search_object_by_name(query=""DEVU-456"")
var_3 = works_list(applies_to_part=[var_1], created_by=[var_2], type=[""task""])
"
Add my P1 and P2 issues to the current sprint and summarize it,"var_1 = who_am_i()
var_2 = works_list(type=[""issue""], issue.priority=[""p1"", ""p2""], owned_by=[var_1])
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
var_5 = summarize_objects(objects=var_2)
"
What if our emotions are not just personal experiences but a shared energy connecting all living beings?,#Unanswerable_Invalid_Query_Error
Get current user's tasks in 'QA' stage and summarize for the weekly report,"var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], stage.name=[""QA""], type=[""task""])
var_3 = summarize_objects(objects=var_2)
"
"Summarize the current sprint's tasks for ""Gamma"" project and prioritize them.","var_1 = get_sprint_id()
var_2 = search_object_by_name(query=""Gamma"")
var_3 = works_list(stage.name=[""sprint""], applies_to_part=[var_2], type=[""task""])
var_4 = summarize_objects(objects=var_3)
var_5 = prioritize_objects(objects=var_3)
"
Identify tasks I own that need a response,"var_1 = who_am_i()
var_2 = works_list(type=[""task""], owned_by=[var_1], ticket.needs_response=True)
var_3 = summarize_objects(objects=var_2)
"
"Generate a list of items with type ""issue"" that have not been assigned to any sprint yet.","var_1 = works_list(stage.name=[""unscheduled""], type=[""issue""])
var_2 = summarize_objects(objects=var_1)
"
"Retrieve work items for CAPL-567, summarize, and add to sprint 67890","var_1 = search_object_by_name(query=""CAPL-567"")
var_2 = works_list(type=[""issue"", ""ticket"", ""task""], applies_to_part=[var_1])
var_3 = summarize_objects(objects=var_2)
var_4 = add_work_items_to_sprint(work_ids=var_3, sprint_id=""67890"")
"
Summarize the current sprint's tasks for 'Project-X' and determine if any require immediate attention,"var_1 = get_sprint_id()
var_2 = search_object_by_name(query=""Project-X"")
var_3 = works_list(sprint_id=var_1, applies_to_part=[var_2], type=[""task""])
var_4 = summarize_objects(objects=var_3)
var_5 = prioritize_objects(objects=var_3)
"
Summarize my task list and add any P1 issues to the sprint for immediate resolution.,"var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], type=[""task""])
var_3 = summarize_objects(objects=var_2)
var_4 = works_list(issue.priority=[""p1""], owned_by=[var_1], type=[""issue""])
var_5 = get_sprint_id()
var_6 = add_work_items_to_sprint(work_ids=var_4, sprint_id=var_5)
"
Create a list of action items from the meeting notes and add to my 'To-Do' tasks,"var_1 = create_actionable_tasks_from_text(text=""meeting notes"")
"
"Summarize my tasks that are in the 'review' stage and filter by ""p0"" priority","var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], stage.name=[""review""], issue.priority=[""p0""], type=[""task""])
var_3 = summarize_objects(objects=var_2)
"
"Retrieve the sprint ID for my team's current sprint, then add all my p1 tasks to this sprint.","var_1 = who_am_i()
var_2 = get_sprint_id()
var_3 = works_list(type=[""task""], issue.priority=[""p1""], owned_by=[var_1])
var_4 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_2)
"
Summarize my tasks related to part ENH-789,"var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], applies_to_part=[""ENH-789""], type=[""task""])
var_3 = summarize_objects(objects=var_2)
"
Summarize all tickets from the REV-456 organization that need a response.,"var_1 = search_object_by_name(query=""REV-456"")
var_2 = works_list(ticket.rev_org=[var_1], ticket.needs_response=True, type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
"
Summarize all tasks created by user USER-456 and check if any require a response.,"var_1 = works_list(created_by=[""USER-456""], type=[""task""])
var_2 = summarize_objects(objects=var_1)
"
Summarize the tasks related to 'Project-X',"var_1 = search_object_by_name(query=""Project-X"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
var_3 = summarize_objects(objects=var_2)
"
"Find work items related to specific parts 'PART-456', 'PART-789' and get their summary","var_1 = works_list(applies_to_part=[""PART-456"", ""PART-789""], type=[""issue"", ""ticket"", ""task""])
var_2 = summarize_objects(objects=var_1)
"
Fetch the current sprint ID and list all tasks assigned to the user DEVU-456,"var_1 = get_sprint_id()
var_2 = search_object_by_name(query=""DEVU-456"")
var_3 = works_list(owned_by=[var_2], type=[""task""])
var_4 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_1)
"
"Is consciousness a byproduct of evolution, or is it a fundamental aspect of the universe?",#Unanswerable_Invalid_Query_Error
" Summarize all tasks in the DEPLOYMENT stage created by DeployDerek and prioritize them, limiting the number of work items to 31.","var_1 = works_list(stage.name=[""DEPLOYMENT""], created_by=[""DeployDerek""], type=[""task""], limit=31)
var_2 = summarize_objects(objects=var_1)
var_3 = prioritize_objects(objects=var_1)
"
"For the Rev organization REV-ENGINEERING, list all tasks, then prioritize them, and finally, summarize the prioritized list.","var_1 = search_object_by_name(query=""REV-ENGINEERING"")
var_2 = works_list(type=[""task""], ticket.rev_org=[var_1])
var_3 = prioritize_objects(objects=var_2)
var_4 = summarize_objects(objects=var_3)
"
Extract tasks from project meeting notes and assign priority before adding to the sprint,"var_1 = create_actionable_tasks_from_text(text=""project meeting notes"")
var_2 = prioritize_objects(objects=var_1)
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
"Locate issues with priority P1 for the FINANCE rev organization, summarize them, and limit the number of work items to 18.","var_1 = works_list(issue.priority=[""P1""], issue.rev_orgs=[""FINANCE""], limit=18, type=[""issue""])
var_2 = summarize_objects(objects=var_1)
"
"For the work item ""FEATURE-789"", find similar items, summarize, and find the one with the highest severity","var_1 = get_similar_work_items(work_id=""FEATURE-789"")
var_2 = summarize_objects(objects=var_1)
var_3 = prioritize_objects(objects=var_1)
"
"Find tickets needing response, summarize, and assign high priority","var_1 = works_list(ticket.needs_response=True, type=[""ticket""])
var_2 = summarize_objects(objects=var_1)
var_3 = prioritize_objects(objects=var_2)
"
List issues with the source channel 'email' for the user currently logged in,"var_1 = who_am_i()
var_2 = works_list(created_by=[var_1], ticket.source_channel=[""email""], type=[""issue""])
"
"Summarize all issues in the REVIEW stage and prioritize them, limiting the number of work items to 45.","var_1 = works_list(stage.name=[""REVIEW""], limit=45, type=[""issue""])
var_2 = summarize_objects(objects=var_1)
var_3 = prioritize_objects(objects=var_1)
"
Find all tickets with medium severity that I'm responsible for and list them,"var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], ticket.severity=[""medium""], type=[""ticket""])
"
"Aggregate all severe tickets that need a response and are related to the Rev organization ""REV-TECH""","var_1 = search_object_by_name(query=""REV-TECH"")
var_2 = works_list(ticket.severity=[""blocker"", ""high""], ticket.needs_response=True, ticket.rev_org=[var_1], type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
"
List all tasks assigned to user USER-321 that need a response,"var_1 = works_list(owned_by=[""USER-321""], ticket.needs_response=True, type=[""task""])
"
Create tasks based on the highlighted issues from the latest code review notes,"var_1 = create_actionable_tasks_from_text(text=""highlighted issues from the latest code review notes"")
"
Summarize tickets associated with REV-456 that need a response,"var_1 = search_object_by_name(query=""REV-456"")
var_2 = works_list(ticket.rev_org=[var_1], ticket.needs_response=True, type=[""ticket""])
var_3 = summarize_objects(objects=var_2)
"
"Retrieve and prioritize work items for ""UserX"" in the ""development"" stage","var_1 = works_list(owned_by=[""UserX""], stage.name=[""development""], type=[""issue"", ""ticket"", ""task""])
var_2 = prioritize_objects(objects=var_1)
"
Identify work items related to customer AcmeCorp and organize them by type,"var_1 = search_object_by_name(query=""AcmeCorp"")
var_2 = works_list(ticket.rev_org=[var_1])
var_3 = prioritize_objects(objects=var_2)
"
"Find work items for the ""backend"" component with severity ""medium"" and summarize them.","var_1 = search_object_by_name(query=""backend"")
var_2 = works_list(applies_to_part=[var_1], ticket.severity=[""medium""], type=[""issue"", ""ticket"", ""task""])
var_3 = summarize_objects(objects=var_2)
"
Get a list of work items I've created with high priority and summarize them,"var_1 = who_am_i()
var_2 = works_list(created_by=[var_1], issue.priority=[""high""], type=[""issue"", ""ticket"", ""task""])
var_3 = summarize_objects(objects=var_2)
"
Retrieve and summarize tasks related to Project Alpha,"var_1 = search_object_by_name(query=""Project Alpha"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
var_3 = summarize_objects(objects=var_2)
"
"Find my tasks that need response, prioritize them, and assign to the current sprint","var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], ticket.needs_response=True, type=[""task""])
var_3 = prioritize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
"
"Search for a work item with the name ""QuickFix"" and then summarize all work items related to the found item","var_1 = search_object_by_name(query=""QuickFix"")
var_2 = get_similar_work_items(work_id=var_1)
var_3 = summarize_objects(objects=var_2)
"
"Find all tickets from ""CustomerX"", list them by P1 priority, then add them to my current sprint","var_1 = search_object_by_name(query=""CustomerX"")
var_2 = works_list(ticket.rev_org=[var_1], issue.priority=[""p1""], type=[""ticket""])
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
"Find similar tasks to TASK-789, get their IDs and create a summary report","var_1 = get_similar_work_items(work_id=""TASK-789"")
var_2 = summarize_objects(objects=var_1)
"
" Find issues with priority P1 related to part NET-SEC, summarize them, and limit the results to 28.","var_1 = works_list(applies_to_part=[""NET-SEC""], issue.priority=[""p1""], type=[""issue""], limit=28)
var_2 = summarize_objects(objects=var_1)
"
"Find all tasks related to the ""AlphaProject"" and summarize them","var_1 = search_object_by_name(query=""AlphaProject"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
var_3 = summarize_objects(objects=var_2)
"
Add all blocker severity tickets to my current sprint after you prioritize them.,"var_1 = works_list(ticket.severity=[""blocker""], type=[""ticket""])
var_2 = prioritize_objects(objects=var_1)
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
"Find work items related to CAPL-123, filter by user DEVU-456, and sort them by priority
","var_1 = search_object_by_name(query=""CAPL-123"")
var_2 = works_list(applies_to_part=[var_1], owned_by=[""DEVU-456""])
var_3 = prioritize_objects(objects=var_2)
"
Identify and add high priority tasks to the sprint for the 'QA-Testing' stage,"var_1 = works_list(stage.name=[""QA-Testing""], issue.priority=[""p0""], type=[""task""])
var_2 = get_sprint_id()
var_3 = add_work_items_to_sprint(work_ids=var_1, sprint_id=var_2)
"
Summarize the work items related to the 'NextGen' project and identify similar issues,"var_1 = search_object_by_name(query=""NextGen"")
var_2 = works_list(applies_to_part=[var_1], type=[""issue"", ""ticket"", ""task""])
var_3 = summarize_objects(objects=var_2)
var_4 = get_similar_work_items(work_id=var_1)
"
Could morality exist independently of cultural and societal influences?,#Unanswerable_Invalid_Query_Error
Summarize all tickets that need a response for component X and add to sprint,"var_1 = search_object_by_name(query=""component X"")
var_2 = works_list(type=[""ticket""], applies_to_part=[var_1], ticket.needs_response=True)
var_3 = summarize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
"
" Summarize and prioritize tickets from the EMAIL source channel with severity medium, limiting the results to 27.","var_1 = works_list(ticket.source_channel=[""EMAIL""], ticket.severity=[""medium""], type=[""ticket""], limit=27)
var_2 = prioritize_objects(objects=var_1)
var_3 = summarize_objects(objects=var_2)
"
Find and summarize work items created by 'USR-789' for the 'Delta' project,"var_1 = search_object_by_name(query=""Delta"")
var_2 = works_list(created_by=[""USR-789""], applies_to_part=[var_1])
var_3 = summarize_objects(objects=var_2)
"
"Retrieve and prioritize tasks created by user ""USER-321"" and add them to the sprint.","var_1 = works_list(created_by=[""USER-321""], type=[""task""])
var_2 = prioritize_objects(objects=var_1)
var_3 = get_sprint_id()
var_4 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_3)
"
Find and summarize work items in the 'development' stage for part 'WidgetX' that need a response.,"var_1 = search_object_by_name(query=""WidgetX"")
var_2 = works_list(type=[""issue""], stage.name=[""development""], applies_to_part=[var_1], ticket.needs_response=True)
var_3 = summarize_objects(objects=var_2)
"
" Prioritize and summarize tickets that need a response with severity medium, limiting the results to 22.","var_1 = works_list(ticket.needs_response=True, ticket.severity=[""medium""], type=[""ticket""], limit=22)
var_2 = prioritize_objects(objects=var_1)
var_3 = summarize_objects(objects=var_2)
"
Find work items with p2 priority in the 'development' stage and sort them by priority,"var_1 = works_list(issue.priority=[""p2""], stage.name=[""development""], type=[""issue""])
var_2 = prioritize_objects(objects=var_1)
"
"Find all P2 issues for the current user, summarize them, and add them to the sprint for part PART-789.","var_1 = who_am_i()
var_2 = search_object_by_name(query=""PART-789"")
var_3 = works_list(owned_by=[var_1], applies_to_part=[var_2], issue.priority=[""p2""], type=[""issue""])
var_4 = summarize_objects(objects=var_3)
var_5 = get_sprint_id()
var_6 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_5)
"
Summarize all tasks created by user USER-456 related to part PART-789 and list them by type,"var_1 = search_object_by_name(query=""USER-456"")
var_2 = works_list(created_by=[var_1], applies_to_part=[""PART-789""], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
var_4 = summarize_objects(objects=var_3)
"
"For the current user, list all tasks, summarize, and add to the sprint","var_1 = who_am_i()
var_2 = works_list(owned_by=[var_1], type=[""task""])
var_3 = summarize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_2, sprint_id=var_4)
"
Find work items of type 'task' related to the product 'PROD-321' and summarize them.,"var_1 = search_object_by_name(query=""PROD-321"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
var_3 = summarize_objects(objects=var_2)
"
"Find work items for the ""Alpha"" project, filter by tasks, and get the list of high priority tasks","var_1 = search_object_by_name(query=""Alpha"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
"
"Search for a customer named ""InnovateInc"" and list all the tasks that are in the ""Development"" stage, then summarize these tasks for reporting.","var_1 = search_object_by_name(query=""InnovateInc"")
var_2 = works_list(ticket.rev_org=[var_1], stage.name=[""Development""], type=[""task""])
var_3 = summarize_objects(objects=var_2)
"
"Find tasks associated with the feature PROD-321, prioritize them, and add them to my sprint","var_1 = search_object_by_name(query=""PROD-321"")
var_2 = works_list(applies_to_part=[var_1], type=[""task""])
var_3 = prioritize_objects(objects=var_2)
var_4 = who_am_i()
var_5 = get_sprint_id()
var_6 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_5)
"
