Added_Tools,Query,Output
"['def filter_work_by_date_range(start_date, end_date, type=None):
 """"""
 Filters work items based on a given date range.
 
 Parameters:
  start_date (str): The start date of the desired date range
  end_date (str): The end date of the desired date range
  type (list): Optional filter for type of work
 
 Returns:
  list: Work items within the specified date range
 """"""
 ']"," Prioritize all tasks owned by user ""UserF"" that fall within the date range ""2023-11-01"" to ""2023-11-15"", and add them to the current sprint.","var_1 = filter_work_by_date_range(start_date=""2023-11-01"", end_date=""2023-11-15"", type=[""task""])
var_2 = works_list(owned_by=[""UserF""])
var_3 = prioritize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
"
"['def filter_work_by_date_range(start_date, end_date, type=None):
 """"""
 Filters work items based on a given date range.
 
 Parameters:
  start_date (str): The start date of the desired date range
  end_date (str): The end date of the desired date range
  type (list): Optional filter for type of work
 
 Returns:
  list: Work items within the specified date range
 """"""
 ']"," Retrieve similar work items to ""ISSUE-789"" from ""2023-12-01"" to ""2023-12-31"", and provide a summarized report.","var_1 = get_similar_work_items(work_id=""ISSUE-789"")
var_2 = filter_work_by_date_range(start_date=""2023-12-01"", end_date=""2023-12-31"", type=None)
var_3 = summarize_objects(objects=var_1)
"
"['def filter_work_by_date_range(start_date, end_date, type=None):
 """"""
 Filters work items based on a given date range.
 
 Parameters:
  start_date (str): The start date of the desired date range
  end_date (str): The end date of the desired date range
  type (list): Optional filter for type of work
 
 Returns:
  list: Work items within the specified date range
 """"""
 ']"," Filter work items by date range ""2023-01-15"" to ""2023-01-22"", retrieve those created by user ""UserG"", prioritize them, and add them to the current sprint.","var_1 = filter_work_by_date_range(start_date=""2023-01-15"", end_date=""2023-01-22"", type=None)
var_2 = works_list(created_by=[""UserG""])
var_3 = prioritize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
"
"['def filter_work_by_date_range(start_date, end_date, type=None):
 """"""
 Filters work items based on a given date range.
 
 Parameters:
  start_date (str): The start date of the desired date range
  end_date (str): The end date of the desired date range
  type (list): Optional filter for type of work
 
 Returns:
  list: Work items within the specified date range
 """"""
 ']"," Summarize and prioritize all issues with priority P0 from the ""Testing"" stage that fall between ""2023-03-15"" and ""2023-03-31"".","var_1 = filter_work_by_date_range(start_date=""2023-03-15"", end_date=""2023-03-31"", type=[""issue""])
var_2 = works_list(stage.name=[""Testing""], issue.priority=[""p0""])
var_3 = summarize_objects(objects=var_2)
var_4 = prioritize_objects(objects=var_2)
"
"['def filter_work_by_date_range(start_date, end_date, type=None):
 """"""
 Filters work items based on a given date range.
 
 Parameters:
  start_date (str): The start date of the desired date range
  end_date (str): The end date of the desired date range
  type (list): Optional filter for type of work
 
 Returns:
  list: Work items within the specified date range
 """"""
 ']"," Locate all tickets from source channel ""MOBILE"" that need a response, filter them by the date range ""2023-04-01"" to ""2023-04-15"", and prioritize them.","var_1 = filter_work_by_date_range(start_date=""2023-04-01"", end_date=""2023-04-15"", type=[""ticket""])
var_2 = works_list(ticket.source_channel=[""MOBILE""], ticket.needs_response=True)
var_3 = prioritize_objects(objects=var_2)
"
"['def filter_work_by_date_range(start_date, end_date, type=None):
 """"""
 Filters work items based on a given date range.
 
 Parameters:
  start_date (str): The start date of the desired date range
  end_date (str): The end date of the desired date range
  type (list): Optional filter for type of work
 
 Returns:
  list: Work items within the specified date range
 """"""
 ']"," Filter work items from ""2023-05-10"" to ""2023-05-25"", summarize all tasks owned by user ""UserI"", and add them to the current sprint.","var_1 = filter_work_by_date_range(start_date=""2023-05-10"", end_date=""2023-05-25"", type=[""task""])
var_2 = works_list(owned_by=[""UserI""])
var_3 = summarize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
"
"['def filter_work_by_date_range(start_date, end_date, type=None):
 """"""
 Filters work items based on a given date range.
 
 Parameters:
  start_date (str): The start date of the desired date range
  end_date (str): The end date of the desired date range
  type (list): Optional filter for type of work
 
 Returns:
  list: Work items within the specified date range
 """"""
 ']"," Retrieve similar work items to ""TASK-101"" that were created between ""2023-06-15"" and ""2023-06-30"", summarize them, and prioritize them.","var_1 = get_similar_work_items(work_id=""TASK-101"")
var_2 = filter_work_by_date_range(start_date=""2023-06-15"", end_date=""2023-06-30"", type=None)
var_3 = summarize_objects(objects=var_1)
var_4 = prioritize_objects(objects=var_1)
"
"['def filter_work_by_date_range(start_date, end_date, type=None):
 """"""
 Filters work items based on a given date range.
 
 Parameters:
  start_date (str): The start date of the desired date range
  end_date (str): The end date of the desired date range
  type (list): Optional filter for type of work
 
 Returns:
  list: Work items within the specified date range
 """"""
 ']"," From ""2023-07-15"" to ""2023-07-29"", filter and prioritize work items created by ""TeamLeadJ"", then summarize them.","var_1 = filter_work_by_date_range(start_date=""2023-07-15"", end_date=""2023-07-29"", type=None)
var_2 = works_list(created_by=[""TeamLeadJ""])
var_3 = prioritize_objects(objects=var_2)
var_4 = summarize_objects(objects=var_2)
"
"['def filter_work_by_date_range(start_date, end_date, type=None):
 """"""
 Filters work items based on a given date range.
 
 Parameters:
  start_date (str): The start date of the desired date range
  end_date (str): The end date of the desired date range
  type (list): Optional filter for type of work
 
 Returns:
  list: Work items within the specified date range
 """"""
 ']"," Find and summarize all tasks related to part ""PartK"" within the date range ""2023-08-05"" to ""2023-08-20"", and add them to the current sprint.","var_1 = filter_work_by_date_range(start_date=""2023-08-05"", end_date=""2023-08-20"", type=[""task""])
var_2 = works_list(applies_to_part=[""PartK""])
var_3 = summarize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
"
"['
 
 def delete_objects_by_id(object_ids):
 """"""
 Deletes objects from the system based on their IDs
 
 Parameters:
  object_ids (list): List of object IDs to delete
 
 Returns:
  bool: True if objects were successfully deleted, False otherwise
 """"""
 ']","Search for the sprint ID, add prioritized tasks related to part ""ENG-101"" to the sprint, and delete the original tasks using their IDs.","var_1 = get_sprint_id()
var_2 = works_list(type=[""task""], applies_to_part=[""ENG-101""])
var_3 = prioritize_objects(objects=var_2)
var_4 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_1)
var_5 = delete_objects_by_id(object_ids=var_2)
"
"['
 
 def delete_objects_by_id(object_ids):
 """"""
 Deletes objects from the system based on their IDs
 
 Parameters:
  object_ids (list): List of object IDs to delete
 
 Returns:
  bool: True if objects were successfully deleted, False otherwise
 """"""
 ']","Search for work items owned by ""TeamLeadTom"", prioritize them, add them to the current sprint, and delete the original work items using their IDs.","var_1 = search_object_by_name(query=""TeamLeadTom"")
var_2 = works_list(owned_by=[var_1])
var_3 = prioritize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
var_6 = delete_objects_by_id(object_ids=var_2)
"
"['
 
 def delete_objects_by_id(object_ids):
 """"""
 Deletes objects from the system based on their IDs
 
 Parameters:
  object_ids (list): List of object IDs to delete
 
 Returns:
  bool: True if objects were successfully deleted, False otherwise
 """"""
 ']","Create actionable tasks from the text of a recent meeting, prioritize these tasks, and then delete the original text entries using their IDs.","var_1 = create_actionable_tasks_from_text(text=""Recent meeting text"")
var_2 = prioritize_objects(objects=var_1)
var_3 = delete_objects_by_id(object_ids=var_1)
"
"['
 
 def delete_objects_by_id(object_ids):
 """"""
 Deletes objects from the system based on their IDs
 
 Parameters:
  object_ids (list): List of object IDs to delete
 
 Returns:
  bool: True if objects were successfully deleted, False otherwise
 """"""
 ']"," Find all work items created by ""DesignerDana"", add them to the current sprint after prioritizing, and delete the original work items using their IDs.","var_1 = search_object_by_name(query=""DesignerDana"")
var_2 = works_list(created_by=[var_1])
var_3 = prioritize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
var_6 = delete_objects_by_id(object_ids=var_2)
"
"['
 
 def delete_objects_by_id(object_ids):
 """"""
 Deletes objects from the system based on their IDs
 
 Parameters:
  object_ids (list): List of object IDs to delete
 
 Returns:
  bool: True if objects were successfully deleted, False otherwise
 """"""
 ']"," Locate all work items owned by ""ProductPat"", add them to the current sprint after summarizing and prioritizing, and delete the original work items using their IDs.","var_1 = search_object_by_name(query=""ProductPat"")
var_2 = works_list(owned_by=[var_1])
var_3 = summarize_objects(objects=var_2)
var_4 = prioritize_objects(objects=var_2)
var_5 = get_sprint_id()
var_6 = add_work_items_to_sprint(work_ids=var_4, sprint_id=var_5)
var_7 = delete_objects_by_id(object_ids=var_2)
"
"['
 
 def retrieve_user_permissions(user_id):
 """"""
 Retrieves the list of permissions for the specified user
 
 Parameters:
  user_id (str): The ID of the user whose permissions are to be retrieved
 
 Returns:
  list: The list of permissions for the user
 """"""
 ', '
 
 def list_user_skills(user_id):
 """"""
 Lists the skills associated with the specified user
 
 Parameters:
  user_id (str): The ID of the user whose skills are being queried
 
 Returns:
  list: The skills of the user
 """"""
 ']","Get the list of skills for user ""USR456"", find all tasks related to those skills, prioritize the tasks, and add them to the current sprint.","var_1 = list_user_skills(user_id=""USR456"")
var_2 = works_list(type=[""task""], type=var_1)
var_3 = prioritize_objects(objects=var_2)
var_4 = get_sprint_id()
var_5 = add_work_items_to_sprint(work_ids=var_3, sprint_id=var_4)
"
"['
 
 def retrieve_user_permissions(user_id):
 """"""
 Retrieves the list of permissions for the specified user
 
 Parameters:
  user_id (str): The ID of the user whose permissions are to be retrieved
 
 Returns:
  list: The list of permissions for the user
 """"""
 ', '
 
 def list_user_skills(user_id):
 """"""
 Lists the skills associated with the specified user
 
 Parameters:
  user_id (str): The ID of the user whose skills are being queried
 
 Returns:
  list: The skills of the user
 """"""
 ']","Check the permissions for user ""USR202"", then find all issues created by them with priority P2 and summarize the issues.","var_1 = retrieve_user_permissions(user_id=""USR202"")
var_2 = works_list(created_by=[""USR202""], issue.priority=[""p2""])
var_3 = summarize_objects(objects=var_2)
"
